客户	ERP CO.	工单号	产品码	款号	订单数量	订单交期
BLACK WATER DESIGNS	C012232-008	A02-040	FG01	106-18984-RT	14	2008/3/15
BLACK WATER DESIGNS	C012232-009	A02-041	FG01	106-18985-RT	6	2008/3/15
BLACK WATER DESIGNS	C012232-010	A02-042	FG31	106-19526-LT	40	2008/3/15
BLACK WATER DESIGNS	C012232-011	A02-043	FG31	106-19527-LT	25	2008/3/15
BLACK WATER DESIGNS	C012232-012	A02-044	FG31	106-19528-RT	40	2008/3/15
BLACK WATER DESIGNS	C012232-013	A02-045	FG31	106-19529-RT	25	2008/3/15
BLACK WATER DESIGNS	C012232-014	A02-046	FG19	106-19563-LT	6	2008/3/15
BLACK WATER DESIGNS	C012232-015	A02-047	FG11	106-19565-LT	96	2008/3/15
BLACK WATER DESIGNS	C012232-016	A02-048	FG11	106-19566-LT	46	2008/3/15
BLACK WATER DESIGNS	C012232-017	A02-049	FG11	106-19571-LT	68	2008/3/15
BLACK WATER DESIGNS	C012232-018	A02-050	FG11	106-19572-LT	30	2008/3/15
BLACK WATER DESIGNS	C012232-019	A02-051	FG11	106-19573-RT	72	2008/3/15
BLACK WATER DESIGNS	C012232-020	A02-052	FG11	106-19574-RT	55	2008/3/15
BLACK WATER DESIGNS	C012232-021	A02-053	FG11	106-19575-RT	42	2008/3/15
BLACK WATER DESIGNS	C012232-022	A02-054	FG11	106-19576-RT	20	2008/3/15
BLACK WATER DESIGNS	C012232-023	A02-055	FG11	106-19581-LT	10	2008/3/15
BLACK WATER DESIGNS	C012232-024	A02-056	FG12	106-19577-LT	18	2008/3/15
BLACK WATER DESIGNS	C012232-025	A02-057	FG12	106-19578-LT	12	2008/3/15
BLACK WATER DESIGNS	C012232-026	A02-058	FG12	106-19579-RT	18	2008/3/15
BLACK WATER DESIGNS	C012232-027	A02-059	FG12	106-19580-RT	12	2008/3/15
BLACK WATER DESIGNS	C012232-028	A02-060	FG12	106-19582-LT	12	2008/3/15
BLACK WATER DESIGNS	C012232-029	A02-061	FG12	106-19583-LT	6	2008/3/15
BLACK WATER DESIGNS	C012232-030	A02-062	FG12	106-19584-RT	12	2008/3/15
BLACK WATER DESIGNS	C012232-031	A02-063	FG12	106-19585-RT	6	2008/3/15
SJK	C012319-001	A02-064	YG01	SJ01573I44	52	2008/3/3
SJK	C012320-001	A02-065	YG01	SJ01573I54	52	2008/3/3
KELTY	C012404-001	A02-077	FG25	31003132NB	72	2008/2/20
KELTY	C012405-001	A02-078	FG11	33005421	300	2008/2/20
KELTY	C012406-001	A02-079	FG01	38005431	120	2008/2/27
KELTY	C012407-001	A02-080	FG01	38105451NB	108	2008/2/27
KELTY	C012408-001	A02-081	FG01	38105531NB	30	2008/2/20
KELTY	C012409-001	A02-082	FG01	38105551NB	42	2008/2/20
SJK	C012412-001	A02-083	FG24	SJ0533	200	2008/3/3
OASE OUTDOORS APS	C012451-001	A02-084	FG31	330615	300	2008/2/28
KELTY	C012484-001	A02-085	FG25	31003131NB	60	2008/3/7
KELTY	C012485-001	A02-086	FG25	31003151NB	30	2008/3/7
KELTY	C012486-001	A02-087	FG25	31003152NB	42	2008/3/7
KELTY	C012487-001	A02-088	FG25	31003231NB	60	2008/3/7
KELTY	C012488-001	A02-089	FG25	31003232NB	48	2008/3/7
KELTY	C012489-001	A02-090	FG25	31003252NB	30	2008/3/7
KELTY	C012499-001	A02-091	FG11	33005122NB	30	2008/3/7
KELTY	C012500-001	A02-092	FG11	33005131NB	30	2008/3/7
KELTY	C012501-001	A02-093	FG11	33005142NB	30	2008/3/7
KELTY	C012502-001	A02-094	FG11	33005151NB	24	2008/3/7
KELTY	C012503-001	A02-095	FG11	33005421	270	2008/3/14
KELTY	C012504-001	A02-096	FG11	33005422	240	2008/3/14
KELTY	C012505-001	A02-097	FG11	33005431	900	2008/3/7
KELTY	C012506-001	A02-098	FG11	33005441	42	2008/3/7
KELTY	C012507-001	A02-099	FG11	33005442	90	2008/3/7
KELTY	C012508-001	A02-100	FG11	33005451	390	2008/3/14
KELTY	C012509-001	A02-101	FG11	33005531	270	2008/3/14
KELTY	C012510-001	A02-102	FG11	33005551	120	2008/3/14
KELTY	C012511-001	A02-103	FG11	33006411	42	2008/3/14
KELTY	C012512-001	A02-104	FG11	33105231	42	2008/3/7
KELTY	C012513-001	A02-105	FG11	33105251	42	2008/3/7
KELTY	C012514-001	A02-106	FG11	33105431	42	2008/3/7
KELTY	C012515-001	A02-107	FG11	33105451	42	2008/3/7
KELTY	C012516-001	A02-108	FG11	34005131	42	2008/3/7
KELTY	C012517-001	A02-109	FG11	34005151	30	2008/3/7
KELTY	C012518-001	A02-110	FG11	34005231	60	2008/3/7
KELTY	C012519-001	A02-111	FG11	34005251	30	2008/3/7
KELTY	C012536-001	A02-112	FG01	38005131	120	2008/3/14
KELTY	C012537-001	A02-113	FG01	38005151	60	2008/3/14
KELTY	C012538-001	A02-114	FG01	38005331	30	2008/3/14
KELTY	C012539-001	A02-115	FG01	38005351	24	2008/3/14
KELTY	C012540-001	A02-116	FG01	38005421	120	2008/3/14
KELTY	C012541-001	A02-117	FG01	38005431	300	2008/3/14
KELTY	C012542-001	A02-118	FG01	38005441	42	2008/3/14
KELTY	C012543-001	A02-119	FG01	38005451	210	2008/3/14
KELTY	C012544-001	A02-120	FG01	38005531	240	2008/3/14
KELTY	C012546-001	A02-121	FG01	38005551	60	2008/3/14
KELTY	C012547-001	A02-122	FG01	38105431NB	114	2008/3/14
KELTY	C012548-001	A02-123	FG01	38105451NB	36	2008/3/14
KELTY	C012549-001	A02-124	FG01	38105531NB	32	2008/3/14
KELTY	C012550-001	A02-125	FG01	38105551NB	36	2008/3/14
KELTY	C012551-001	A02-126	FG01	38205251	30	2008/3/7
KELTY	C012552-001	A02-127	FG01	38205431	30	2008/3/7
KELTY	C012553-001	A02-128	FG01	38205451	30	2008/3/7
SJK	C012609-001	A02-129	FG25	SJ01317	100	2008/3/3
SJK	C012610-001	A02-130	FG31	SJ050053	200	2008/3/3
SJK	C012611-001	A02-131	FG31	SJ050054	100	2008/3/3
非合同产品	D000022-001	A02-132	CG31	HR-Z0007	300	2008/2/20
非合同产品	D000022-002	A02-133	CG31	HR-Z0008	300	2008/2/20
北京银河星月科技有限公司	C013045-001	A02-134	CG01	HELP-01	260	2008/3/7
MEC	C010974-001	A03-001	FG01	210718	168	2008/4/10
MEC	C010974-001	A03-001	FG01B	210718	198	2009/3/26
MEC	C010974-002	A03-002	FG01	210719	624	2008/4/10
MEC	C010974-002	A03-002	FG01B	210719	546	2009/3/26
MEC	C010974-003	A03-003	FG01	210720	312	2008/4/10
MEC	C010974-003	A03-003	FG01B	210720	234	2009/3/26
MEC	C010974-004	A03-004	FG01	210690	42	2008/4/10
MEC	C010974-004	A03-004	FG01B	210690	90	2009/3/26
MEC	C010974-005	A03-005	FG01	210691	432	2008/4/10
MEC	C010974-005	A03-005	FG01B	210691	168	2009/3/26
MEC	C010974-006	A03-006	FG01	210692	228	2008/4/10
MEC	C010974-006	A03-006	FG21	210702	306	2009/3/26
MEC	C010974-007	A03-007	FG21	210702	210	2008/4/10
MEC	C010974-007	A03-007	FG21	210703	702	2009/3/26
MEC	C010974-008	A03-008	FG21	210703	640	2008/4/10
MEC	C010974-008	A03-008	FG21	210704	258	2009/3/26
MEC	C010974-009	A03-009	FG21	210704	240	2008/4/10
MEC	C010974-009	A03-009	FG01	210670	12	2009/3/26
MEC	C010974-010	A03-010	FG01	210676	18	2008/4/10
"YOURZ CO.,LTD"	C010974-010	A03-010		170S0130J	504	2008/3/16
MEC	C010974-010	A03-010	FG01	210671	12	2009/3/26
MEC	C010974-011	A03-011	FG01	210677	6	2008/4/10
"YOURZ CO.,LTD"	C010974-011	A03-011		170S0129J	204	2008/3/23
"YOURZ CO.,LTD"	C010974-011	A03-011		170S0129J	200	2008/7/16
MEC	C010974-011	A03-011	FG01	210672	96	2009/3/26
MEC	C010974-012	A03-012	FG01	210678	60	2008/4/10
MEC	C010974-012	A03-012	FG01	210673	54	2009/3/26
MEC	C010974-013	A03-013	FG01	210679	36	2008/4/10
MEC	C010974-013	A03-013	FG01	210674	36	2009/3/26
MEC	C010974-014	A03-014	FG01	210680	18	2008/4/10
MEC	C010974-014	A03-014	FG01	210675	12	2009/3/26
MEC	C010974-015	A03-015	FG01	210681	12	2008/4/10
MEC	C010974-015	A03-015	FG01B	139709	42	2009/3/26
MEC	C010974-016	A03-016	FG01	210670	30	2008/4/10
MEC	C010974-016	A03-016	FG01B	139710	30	2009/3/26
MEC	C010974-017	A03-017	FG01	210671	24	2008/4/10
MEC	C010974-017	A03-017	FG01B	139711	150	2009/3/26
MEC	C010974-018	A03-018	FG01	210672	96	2008/4/10
MEC	C010974-018	A03-018	FG01B	139712	84	2009/3/26
MEC	C010974-019	A03-019	FG01	210673	54	2008/4/10
MEC	C010974-019	A03-019	FG01B	139713	60	2009/3/26
MEC	C010974-020	A03-020	FG01	210674	42	2008/4/10
MEC	C010974-020	A03-020	FG01B	139714	30	2009/3/26
MEC	C010974-021	A03-021	FG01	210675	18	2008/4/10
MEC	C010974-021	A03-021	FG01B	210664	144	2009/3/26
MEC	C010974-022	A03-022	FG01	139709	78	2008/4/10
MEC	C010974-022	A03-022	FG01B	210665	96	2009/3/26
MEC	C010974-023	A03-023	FG01	139710	48	2008/4/10
MEC	C010974-023	A03-023	FG01B	210666	366	2009/3/26
MEC	C010974-024	A03-024	FG01	139711	216	2008/4/10
MEC	C010974-024	A03-024	FG01B	210667	192	2009/3/26
MEC	C010974-025	A03-025	FG01	139712	126	2008/4/10
MEC	C010974-025	A03-025	FG01B	210668	60	2009/3/26
MEC	C010974-026	A03-026	FG01	139713	90	2008/4/10
MEC	C010974-026	A03-026	FG01B	210669	48	2009/3/26
MEC	C010974-027	A03-027	FG01	139714	42	2008/4/10
MEC	C010974-027	A03-027	FG01B	210696	126	2009/3/26
MEC	C010974-028	A03-028	FG01	210664	276	2008/4/10
MEC	C010974-028	A03-028	FG01B	210697	66	2009/3/26
MEC	C010974-029	A03-029	FG01	210665	132	2008/4/10
MEC	C010974-029	A03-029	FG01B	210698	330	2009/3/26
MEC	C010974-030	A03-030	FG01	210666	576	2008/4/10
MEC	C010974-030	A03-030	FG01B	210699	186	2009/3/26
MEC	C010974-031	A03-031	FG01	210667	294	2008/4/10
MEC	C010974-031	A03-031	FG01B	210700	12	2009/3/26
MEC	C010974-032	A03-032	FG01	210668	156	2008/4/10
MEC	C010974-032	A03-032	FG01B	210701	66	2009/3/26
MEC	C010975-001	A03-033	FG01	210669	66	2008/4/10
MEC	C010975-001	A03-033	FG01B	210730	72	2009/3/26
MEC	C010975-002	A03-034	FG01	210696	126	2008/4/10
MEC	C010975-002	A03-034	FG01B	210731	540	2009/3/26
MEC	C010975-003	A03-035	FG01	210697	60	2008/4/10
MEC	C010975-003	A03-035	FG01B	210732	186	2009/3/26
MEC	C010975-004	A03-036	FG01	210698	354	2008/4/10
MEC	C010975-004	A03-036	FG01B	210549	120	2009/3/26
MEC	C010975-005	A03-037	FG01	210699	162	2008/4/10
MEC	C010975-005	A03-037	FG01B	210550	42	2009/3/26
MEC	C010975-006	A03-038	FG01	210700	126	2008/4/10
MEC	C010975-006	A03-038	FG01B	210551	42	2009/3/26
MEC	C010975-007	A03-039	FG01	210701	72	2008/4/10
MEC	C010975-007	A03-039	FG01B	210553	12	2009/3/26
MEC	C010975-008	A03-040	FG01	210730	126	2008/4/10
MEC	C010975-008	A03-040	FG01	224048	48	2009/3/26
MEC	C010975-009	A03-041	FG01	210731	420	2008/4/10
MEC	C010975-009	A03-041	FG01	224049	24	2009/9/14
MEC	C010975-010	A03-042	FG01	210732	156	2008/4/10
MEC	C010975-010	A03-042	FG01	224050	84	2009/3/26
MEC	C010975-011	A03-043	FG01	209756	42	2008/4/10
MEC	C010975-011	A03-043	FG01	224051	48	2009/9/14
MEC	C010975-012	A03-044	FG01	209757	18	2008/4/10
MEC	C010975-012	A03-044	FG01	224052	60	2009/3/26
MEC	C010975-013	A03-045	FG01	209758	84	2008/4/10
MEC	C010975-013	A03-045	FG01	224053	42	2009/9/14
MEC	C010975-014	A03-046	FG01	209759	36	2008/4/10
MEC	C010975-014	A03-046	FG01	224059	30	2009/3/26
MEC	C010975-015	A03-047	FG01	209760	24	2008/4/10
MEC	C010975-015	A03-047	FG01	224060	18	2009/3/26
MEC	C010975-016	A03-048	FG01	209761	4	2008/4/10
MEC	C010975-016	A03-048	FG01	224061	60	2009/3/26
MEC	C010975-017	A03-049	FG01	210548	150	2008/4/10
MEC	C010975-017	A03-049	FG01	224062	30	2009/3/26
MEC	C010975-018	A03-050	FG01	210549	96	2008/4/10
MEC	C010975-018	A03-050	FG01	224063	42	2009/3/26
MEC	C010975-019	A03-051	FG01	210550	24	2008/4/10
MEC	C010975-019	A03-051	FG01	224064	30	2009/3/26
MEC	C010975-020	A03-052	FG01	210551	24	2008/4/10
MEC	C010975-021	A03-053	FG01	210552	72	2008/4/10
SD	C012235-001	A03-053	FG01	00587407RL	48	2009/3/25
MEC	C010975-022	A03-054	FG01	210553	48	2008/4/10
SD	C012233-001	A03-054	FG01	00587407LL	36	2009/3/25
MEC	C010975-023	A03-055	FG01	210592	12	2008/4/10
SD	C013626-007	A03-055	FG01	00588407RL	48	2009/3/25
MEC	C010975-024	A03-056	FG01	210593	12	2008/4/10
SD	C012272-001	A03-056	FG01	00588407LL	20	2009/3/25
SD	C012272-001	A03-056	FG01	00588407LL	12	2009/3/25
MEC	C010975-025	A03-057	FG01	210594	40	2008/4/10
SD	C011931-001	A03-057	FG01	00583707LL	20	2009/3/25
SD	C011931-001	A03-057	FG01	00583707LL	16	2009/3/25
MEC	C010975-026	A03-058	FG01	210595	24	2008/4/10
SD	C011932-001	A03-058	FG01	00585206LR	60	2009/3/6
MEC	C010975-027	A03-059	FG01	210596	48	2008/4/10
SD	C011968-003	A03-059	FG01	00587607RL	48	2009/3/6
MEC	C010975-028	A03-060	FG01	210597	16	2008/4/10
SD	C012270-001	A03-060	FG01	00587607LL	36	2009/3/6
SJK	C011644-001	A03-061	FG23	SJ01614F44	350	2008/4/7
SD	C012271-001	A03-061	FG01	00585106RL	52	2009/3/6
SJK	C011645-001	A03-062	FG23	SJ01633I44	500	2008/4/7
SD	C011968-002	A03-062	FG01	00585106LL	36	2009/3/6
SJK	C011646-001	A03-063	FG23	SJ01633I54	200	2008/4/7
SD	C011985-001	A03-063	FG01	00585306RL	32	2009/3/6
SJK	C011647-001	A03-064	FG23	SJ01646F44	500	2008/4/7
SD	C011983-001	A03-064	FG01	00585306LL	36	2009/3/6
SJK	C011653-001	A03-065	FG31	SJ05123G24	350	2008/3/3
SD	C011972-001	A03-065	FG11	00584507RR	200	2009/3/6
SJK	C011860-001	A03-066	FG23	SJ01621G54	500	2008/4/7
SD	C011981-001	A03-066	FG11	00584507LR	40	2009/3/6
SJK	C011861-001	A03-067	FG23	SJ01633I44	500	2008/4/7
SD	C011968-001	A03-067	FG11	00584607RR	400	2009/3/6
SD	C011970-001	A03-068	FG11	00584607LR	120	2009/3/6
SJK	C012324-001	A03-069	FG25	SJ01323	100	2008/4/7
SD	C011985-003	A03-069	FG12	00584707RR	80	2009/3/6
SJK	C012325-001	A03-070	YG01	SJ01564F44	52	2008/4/7
SD	C011985-002	A03-070	FG12	00584707LR	40	2009/3/6
SJK	C012326-001	A03-071	YG01	SJ01564F54	52	2008/4/7
SD	C011959-001	A03-071	FG11	00584307RL	400	2009/3/6
SD	C011986-001	A03-072	FG11	00584307LL	200	2009/3/6
SD	C011986-002	A03-073	FG19	00588906RR	76	2008/4/1
SD	C011986-002	A03-073	FG12	00582507RL	60	2009/3/6
SD	C011986-003	A03-074	FG19	00588906LR	40	2008/4/1
SD	C011986-003	A03-074	FG12	00582507LL	42	2009/3/6
SD	C011960-001	A03-075	FG01	00583106RL	4	2008/4/24
SD	C011960-001	A03-075	FG12	00582707RL	60	2009/3/6
SD	C011971-001	A03-076	FG01	00583106LL	4	2008/4/24
SD	C011971-001	A03-076	FG12	00582707LL	48	2009/3/6
SD	C011973-001	A03-077	FG01	00584006RR	60	2008/4/1
SD	C011973-001	A03-077	FG11	00589707SL	100	2009/1/15
SD	C011961-001	A03-078	FG01	00588506LR	60	2008/4/1
SD	C011961-001	A03-078	FG01	00583707RL	12	2009/3/25
SD	C011961-001	A03-078	FG01	00583707RL	12	2009/3/25
SD	C012015-001	A03-084	FG11	00584506RR	80	2008/4/1
SD	C012015-001	A03-084	FG11	00581807SL	24	2009/3/6
SD	C012009-011	A03-085	FG11	00584506LR	24	2008/4/1
SD	C012009-011	A03-085	FG11	00581907SR	24	2009/3/6
SD	C012009-012	A03-086	FG12	00584906LL	60	2008/4/1
SD	C012009-012	A03-086	FG11	00582007SR	76	2009/3/6
SD	C012975-014	A03-087	FG12	00584706RR	36	2008/4/1
CRP	C012590-001	A03-087	FG31	76-0794-0	182	2009/5/19
SD	C012975-013	A03-088	FG12	00584706LR	36	2008/4/1
CRP	C012591-001	A03-088	FG31	76-0795-8	480	2009/5/8
SJK	C012617-001	A03-090	FG31	SJ05123G24	500	2008/4/1
SJK	C012617-001	A03-090	FG23	SJ0612	250	2009/5/6
SJK	C012620-001	A03-091	FG31	SJ050054	100	2008/4/1
CRP	C012620-001	A03-091	FG31	520057	30	2009/4/1
SJK	C012621-001	A03-092	FG25	SJ01317	100	2008/1/30
SJK	C012621-001	A03-092	FG23	SJ01614F54-07	200	2009/4/6
FOX	C012629-001	A03-093	FG25	SB2760	100	2008/3/1
SJK	C012629-001	A03-093	FG23	SJ01633I44	1500	2009/4/6
KELTY	C012757-001	A03-094	FG25	31003131NB	30	2008/4/6
SJK	C012757-001	A03-094	FG23	SJ01646F44	500	2009/4/6
KELTY	C012758-001	A03-095	FG25	31003151NB	60	2008/4/6
SJK	C012758-001	A03-095	FG23	SJ01654A44-07	1000	2009/4/6
KELTY	C012759-001	A03-096	FG25	31003232NB	30	2008/4/6
SJK	C012759-001	A03-096	FG23	SJ01654A64-07	300	2009/4/6
KELTY	C012760-001	A03-097	FG25	31003252NB	30	2008/4/6
SJK	C012760-001	A03-097	FG31	SJ0522	350	2009/4/6
KELTY	C012770-001	A03-098	FG11	33005122NB	24	2008/4/6
SJK	C012770-001	A03-098	FG31	SJ0524	200	2009/4/6
KELTY	C012771-001	A03-099	FG11	33005131NB	30	2008/4/6
KELTY	C012771-001	A03-099	FG25	31003131NB	240	2009/3/12
KELTY	C012772-001	A03-100	FG11	33005421	300	2008/4/6
KELTY	C012772-001	A03-100	FG25	31003151NB	90	2009/3/12
KELTY	C012773-001	A03-101	FG11	33005422	48	2008/4/6
KELTY	C012773-001	A03-101	FG25	31003231NB	30	2009/3/12
KELTY	C012774-001	A03-102	FG11	33005431	480	2008/4/6
KELTY	C012774-001	A03-102	FG25	31003251NB	30	2009/3/12
KELTY	C012775-001	A03-103	FG11	33005451	240	2008/4/6
KELTY	C012775-001	A03-103	FG25	31007121NB	30	2009/3/12
KELTY	C012776-001	A03-104	FG11	33005531	90	2008/4/6
KELTY	C012776-001	A03-104	FG25	31007131NB	42	2009/3/12
KELTY	C012777-001	A03-105	FG11	34005131	30	2008/4/6
KELTY	C012777-001	A03-105	FG25	31007141NB	30	2009/3/12
KELTY	C012778-001	A03-106	FG11	34005231	48	2008/4/6
KELTY	C012778-001	A03-106	FG25	31007151NB	30	2009/3/12
KELTY	C012779-001	A03-107	FG11	34005251	24	2008/4/6
KELTY	C012779-001	A03-107	FG11	33005422	120	2009/3/19
KELTY	C012800-001	A03-108	FG01	38005131	120	2008/4/6
KELTY	C012800-001	A03-108	FG11	33005431	210	2009/3/12
KELTY	C012801-001	A03-109	FG01	38005151	90	2008/4/6
KELTY	C012801-001	A03-109	FG11	33005451	90	2009/3/19
KELTY	C012802-001	A03-110	FG01	38005231	30	2008/4/6
KELTY	C012802-001	A03-110	FG11	33105231	48	2009/3/19
KELTY	C012803-001	A03-111	FG01	38005251	24	2008/4/6
KELTY	C012803-001	A03-111	FG11	33105251	36	2009/3/19
KELTY	C012804-001	A03-112	FG01	38005421	210	2008/4/6
KELTY	C012804-001	A03-112	FG11	33105431	48	2009/3/19
KELTY	C012805-001	A03-113	FG01	38005431	180	2008/4/6
KELTY	C012805-001	A03-113	FG11	33105451	36	2009/3/19
KELTY	C012806-001	A03-114	FG01	38005441	30	2008/4/6
KELTY	C012806-001	A03-114	FG11	34005131	42	2009/3/19
KELTY	C012807-001	A03-115	FG01	38005451	120	2008/4/6
KELTY	C012807-001	A03-115	FG11	34005151	30	2009/3/19
KELTY	C012808-001	A03-116	FG01	38005531	120	2008/4/6
KELTY	C012808-001	A03-116	FG11	34005231	72	2009/3/19
KELTY	C012809-001	A03-117	FG01	38005551	60	2008/4/6
KELTY	C012809-001	A03-117	FG01	38005131	72	2009/3/19
KELTY	C012810-001	A03-118	FG01	38105551NB	48	2008/4/6
KELTY	C012810-001	A03-118	FG01	38005151	42	2009/3/19
KELTY	C012811-001	A03-119	FG01	38205231	24	2008/4/6
KELTY	C012811-001	A03-119	FG01	38005421	30	2009/3/19
KELTY	C012812-001	A03-120	FG01	38205451	24	2008/4/6
KELTY	C012812-001	A03-120	FG01	38005431	72	2009/3/19
KELTY	C012844-001	A03-121	FG25	31106411	500	2008/4/1
KELTY	C012844-001	A03-121	FG01	38005451	72	2009/3/19
KELTY	C012845-001	A03-122	FG25	31106431	750	2008/4/1
KELTY	C012845-001	A03-122	FG01	38007121	30	2009/3/19
KELTY	C012846-001	A03-123	FG25	31106451	400	2008/4/1
KELTY	C012846-001	A03-123	YG01	38007433NB	30	2009/3/19
SJK	C012928-001	A03-124	FG25	SJ01303	200	2008/3/31
KELTY	C012928-001	A03-124	FG01	38205231	30	2009/3/19
EB	C012993-001	A03-125	FG31	EB10069	1000	2008/4/1
KELTY	C012993-001	A03-125	FG01	38205251	30	2009/3/19
WENZEL	C013053-001	A03-126	FG31	WG10209.6F	16	2008/3/31
WENZEL	C013053-001	A03-126	FG31	WG10209.6F	44	2008/3/31
WENZEL	C013053-001	A03-126	FG31	WG10209.6F	92	2008/3/31
WENZEL	C013053-001	A03-126	FG31	WG10209.6F	248	2008/3/31
KELTY	C013053-001	A03-126	FG01	38205431	30	2009/3/19
KELTY	D000023-001	A03-127	FG01	38205451	24	2009/3/19
非合同产品	D000023-001	A03-127	CG01	ADVENTURE-S1011L	21	2008/3/31
KELTY	D000023-002	A03-128	FG01	38407121NB	30	2009/3/19
非合同产品	D000023-002	A03-128	CG01	CAMPING-S1061M	21	2008/3/31
KELTY	D000023-003	A03-129	FG01	38407131NB	36	2009/3/19
非合同产品	D000023-003	A03-129	CG01	CAMPING-S1071M	41	2008/4/7
KELTY	D000023-004	A03-130	FG01	38407151NB	30	2009/3/19
非合同产品	D000023-004	A03-130	CG01	CAMPING-S1071L	41	2008/4/7
KELTY	D000023-005	A03-131	FG25	31003132NB	30	2009/3/19
非合同产品	D000023-005	A03-131	CG01	CAMPING-S2031M	49	2008/4/7
KELTY	D000023-006	A03-132	FG25	31003231NB	30	2009/3/19
非合同产品	D000023-006	A03-132	CG01	CAMPING-S2031L	49	2008/4/7
KELTY	D000023-007	A03-133	FG01	38005231	36	2009/3/19
非合同产品	D000023-007	A03-133	CG26	CAMPING-S3031M	101	2008/3/31
KELTY	D000023-008	A03-134	FG01	38005331	30	2009/3/19
非合同产品	D000023-008	A03-134	CG26	CAMPING-S3031L	101	2008/3/31
KELTY	D000023-009	A03-135	FG01	38005431	120	2009/3/19
非合同产品	D000023-009	A03-135	CG31	TRAVEL-S4091	103	2008/3/24
SD	C013031-001	A03-138	FG01	00587507RR	48	2009/4/1
SD	C013031-004	A03-139	FG01	00587507LR	18	2009/4/1
SD	C013031-005	A03-140	FG01	00583807RR	36	2009/4/1
SD	C013031-006	A03-141	FG01	00583807LR	32	2009/4/1
SD	C013031-007	A03-144	FG01	00588407RL	80	2009/4/1
SD	C013031-008	A03-145	FG01	00588407LL	60	2009/4/1
SD	C013031-009	A03-146	FG01	00587707RR	30	2009/4/16
SD	C013031-010	A03-147	FG01	00587707LR	30	2009/4/16
SD	C013031-011	A03-150	FG01	00585406RR	16	2009/4/16
SD	C013031-012	A03-151	FG01	00585406LR	60	2009/4/16
SD	C013031-013	A03-154	FG01	00585106RL	76	2009/4/16
SD	C013031-014	A03-155	FG01	00585106LL	36	2009/4/16
SD	C013031-015	A03-158	FG11	00584507RR	300	2009/4/16
SD	C013031-016	A03-159	FG11	00584507LR	60	2009/4/16
SD	C013034-001	A03-160	FG11	00584607RR	160	2009/4/1
SD	C013034-002	A03-161	FG11	00584607LR	160	2009/4/1
SD	C013034-003	A03-162	FG12	00582607RR	72	2009/4/1
SD	C013034-004	A03-163	FG12	00582607LR	30	2009/4/1
SD	C013034-005	A03-164	FG12	00582807RR	68	2009/4/1
SD	C013034-006	A03-165	FG12	00582807LR	32	2009/4/1
SD	C013034-007	A03-166	FG12	00584707RR	84	2009/4/1
SD	C013034-008	A03-167	FG12	00584707LR	16	2009/4/1
SD	C013034-009	A03-168	FG12	00583007RR	68	2009/4/1
SD	C013034-010	A03-169	FG12	00583007LR	32	2009/4/1
SD	C013034-011	A03-170	FG11	00584307RL	400	2009/4/1
SD	C013034-012	A03-171	FG11	00584307LL	280	2009/4/1
SD	C013034-013	A03-172	FG12	00582507RL	72	2009/4/1
SD	C013034-014	A03-173	FG12	00582507LL	30	2009/4/1
SD	C013030-002	A03-174	FG12	00582707RL	60	2009/4/1
SD	C013030-001	A03-175	FG12	00582707LL	40	2009/4/1
SD	C013033-001	A03-176	FG12	00584907RL	100	2009/4/1
SD	C013033-002	A03-177	FG12	00582907RL	60	2009/4/1
SD	C013033-003	A03-178	FG12	00582907LL	40	2009/4/1
SD	C013033-004	A03-180	FG01	0009900A00	18	2009/4/1
SD	C013033-005	A03-183	FG01	00589206RL	54	2008/3/13
SD	C013033-005	A03-183	FG52	58630600	300	2009/4/1
SD	C013033-006	A03-184	FG01	00589206LL	36	2008/3/17
SD	C013033-006	A03-184	FG52	58640600	300	2009/4/1
SD	C013090-001	A03-185	FG01	00589306RL	20	2008/3/17
KELTY	C012380-005	A03-185	FG25	31003131NB	120	2009/4/9
SD	C013090-002	A03-186	FG01	00589306LL	8	2008/3/13
KELTY	C012380-006	A03-186	FG25	31003151NB	120	2009/4/9
SD	C013058-002	A03-187	FG01	00582106RL	24	2008/3/13
KELTY	C012380-007	A03-187	FG25	31003251NB	24	2009/4/9
SD	C013059-001	A03-188	FG01	00585106RL	40	2008/3/13
KELTY	C012380-008	A03-188	FG25	31007121NB	30	2009/4/9
SD	C013059-002	A03-189	FG01	00585206RR	60	2008/3/13
KELTY	C012380-009	A03-189	FG25	31007131NB	60	2009/4/9
SD	C013062-001	A03-190	FG01	00585406RR	20	2008/3/13
KELTY	C012380-010	A03-190	FG25	31007151NB	30	2009/4/9
SD	C013064-002	A03-191	FG11	00584306RL	160	2008/3/13
KELTY	C012380-011	A03-191	FG11	33005422	102	2009/4/9
SD	C013067-001	A03-192	FG11	00584306LL	80	2008/3/13
KELTY	C012380-012	A03-192	FG11	33005431	420	2009/4/9
SD	C013067-002	A03-193	FG11	00584406RL	180	2008/3/13
KELTY	C012380-013	A03-193	FG11	33005451	180	2009/4/9
SD	C013091-001	A03-194	FG11	00584406LL	24	2008/3/13
KELTY	C012380-014	A03-194	FG11	33105231	30	2009/4/9
SD	C013092-001	A03-195	FG11	00584506RR	300	2008/3/13
KELTY	C012380-015	A03-195	FG11	33105251	24	2009/4/9
SD	C013110-001	A03-196	FG11	00584506LR	100	2008/3/13
KELTY	C012380-016	A03-196	FG11	33105431	42	2009/4/9
